id,Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
2250,0,23,1,50,1,1,0,27623,152,183,0
2254,1,72,1,28,0,0,1,40961,26,124,0
2255,0,21,1,28,0,1,1,39597,154,129,0
2257,0,23,1,29,1,1,0,39352,152,178,0
2259,0,57,1,28,0,0,1,48136,157,139,0
2261,0,21,1,17,1,1,0,28952,152,192,0
2262,1,23,1,41,1,1,0,36482,152,29,0
2263,0,30,1,44,1,1,0,23988,152,289,0
2264,0,23,1,30,0,1,1,32975,152,37,0
2265,1,47,1,28,1,0,0,41177,52,16,0
2266,1,22,1,41,0,1,1,55839,152,82,0
2267,1,28,1,8,0,0,1,41417,124,118,0
2268,1,77,1,33,1,0,0,36435,26,159,0
2269,1,38,1,1,1,0,0,2630,124,70,0
2270,0,70,1,8,1,0,0,34844,26,129,0
2271,0,21,1,6,0,1,1,22189,152,273,0
2272,0,42,1,11,0,0,1,2630,124,170,0
2273,0,20,1,35,1,1,0,21359,160,228,0
2274,1,22,1,12,0,1,1,31786,160,215,0
2275,1,40,1,46,1,0,0,56770,124,149,0
2276,1,63,1,28,0,0,1,70032,124,46,0
2277,1,40,1,8,1,0,1,2630,160,172,0
2278,0,22,1,8,1,1,0,40908,152,225,0
2279,0,61,1,24,1,0,0,2630,157,164,0
2280,1,24,1,2,0,1,1,37180,152,37,0
2282,1,40,1,18,0,1,0,2630,1,69,0
2283,0,46,1,39,0,0,1,52294,22,53,0
2286,1,35,1,4,0,0,1,2630,157,200,0
2287,1,23,1,8,1,1,0,32854,152,150,0
2288,0,64,1,28,0,0,1,39037,26,203,0
2289,1,53,1,23,0,0,1,38677,124,192,0
2290,0,48,1,28,0,0,0,36189,26,179,0
2291,0,72,1,28,0,0,1,34694,26,225,0
2293,0,54,1,3,0,0,1,2630,26,148,0
2294,0,28,1,26,1,1,0,26237,152,232,0
2295,0,24,1,46,1,1,0,24050,152,295,0
2297,0,50,1,13,0,0,1,27213,124,164,0
2298,1,45,1,28,1,0,0,35096,152,108,0
2299,1,31,1,28,0,0,0,64679,26,42,0
2300,0,64,1,28,1,0,0,34172,124,90,0
2301,0,52,1,28,0,2,1,40868,26,140,0
2302,0,23,1,3,0,1,1,38965,26,66,0
2303,1,20,1,36,0,1,1,35652,160,295,0
2304,1,44,1,49,0,0,1,2630,156,72,0
2305,1,56,1,11,0,0,1,43782,26,140,0
2306,1,24,1,30,1,1,0,27240,152,215,0
2308,0,63,1,34,1,0,0,32771,152,262,0
2309,1,48,1,30,1,0,0,2630,122,179,0
2310,0,66,1,28,0,0,0,2630,42,283,0
2311,0,23,1,41,0,1,1,38338,152,56,0
2312,0,63,1,40,1,0,1,2630,124,34,0
2313,0,25,1,37,0,1,1,30038,154,143,0
2315,0,25,1,4,1,1,0,38934,152,297,0
2316,0,28,1,41,0,1,1,2630,156,273,0
2318,1,40,1,28,0,2,1,35804,124,135,0
2319,1,40,1,8,0,0,1,44197,26,160,0
2320,1,21,1,13,0,1,0,34576,160,291,0
2321,1,46,1,47,0,2,1,27545,26,149,0
2322,0,25,1,18,1,1,0,27929,152,158,0
2325,1,21,1,18,0,1,1,36086,152,186,0
2326,1,23,1,8,0,1,0,44618,152,108,0
2327,1,26,1,28,1,1,0,62636,152,220,0
2328,1,39,1,24,1,0,0,31067,145,11,0
2329,1,43,1,41,0,0,0,39793,26,126,0
2330,1,35,1,16,1,0,0,25487,152,22,0
2331,0,26,1,41,1,1,0,36826,151,296,0
2332,0,28,1,15,1,1,0,26390,152,10,0
2334,1,37,1,28,0,0,1,41694,124,151,0
2335,0,23,1,8,1,1,0,26044,152,66,0
2336,0,24,1,35,1,1,0,43529,152,35,0
2337,0,70,1,40,1,0,0,39559,26,222,0
2338,1,30,1,50,1,1,0,43203,152,73,0
2339,0,68,1,28,1,0,0,38470,152,267,0
2341,1,25,1,17,0,1,1,2630,152,143,0
2342,0,24,1,8,1,1,0,48333,152,60,0
2343,1,33,1,33,1,0,0,2630,124,230,0
2345,0,23,1,15,0,1,0,27838,152,148,0
2346,1,49,1,30,0,0,1,40153,26,152,0
2348,1,38,1,29,0,2,1,34742,157,163,0
2349,0,22,1,13,0,1,1,27938,152,172,0
2350,1,21,1,15,0,1,0,45797,160,234,0
2351,0,26,1,18,1,1,0,28577,152,142,0
2352,1,34,1,46,0,0,1,29108,124,264,0
2354,1,38,1,31,1,0,0,2630,152,122,0
2355,1,27,1,28,1,0,0,23656,124,155,0
2356,0,66,1,28,1,0,1,40916,124,102,0
2357,1,44,1,28,0,0,1,35566,124,122,0
2358,0,47,1,28,0,0,1,66434,147,283,0
2359,1,53,1,14,0,0,1,2630,26,162,0
2360,1,33,1,28,1,1,0,50462,152,149,0
2361,0,66,1,29,1,0,0,45777,124,281,0
2362,1,39,1,23,1,0,0,24042,124,289,0
2364,1,68,1,28,1,0,0,43030,26,25,0
2365,1,66,1,28,0,0,1,28108,24,180,0
2366,0,52,0,45,1,0,0,33283,26,152,0
2368,1,22,1,24,0,1,1,39759,152,229,0
2369,1,23,1,10,1,1,0,38869,152,295,0
2370,1,51,1,28,1,0,0,38717,124,57,0
2371,0,21,1,45,1,1,0,31170,152,288,0
2372,1,39,1,28,0,0,1,77603,26,140,0
2373,0,24,1,49,0,1,1,27321,160,14,0
2374,1,34,1,31,1,1,0,2630,152,45,0
2375,1,50,1,8,0,0,0,29743,124,57,0
2376,1,22,1,46,1,1,0,36223,152,294,0
2377,0,29,1,28,1,1,0,46401,152,110,0
2379,0,64,1,50,1,0,0,43414,124,274,0
2380,0,72,1,28,1,0,0,37255,125,61,0
2381,0,22,1,30,1,1,0,30996,152,268,0
2382,0,72,1,28,0,0,1,30207,26,297,0
2383,1,23,1,8,1,1,0,62734,152,100,0
2385,1,42,1,8,0,0,1,43132,26,17,0
2386,1,25,1,11,1,1,0,2630,152,166,0
2387,0,28,1,50,1,1,0,47013,152,160,0
2388,1,21,1,35,0,1,1,22527,160,165,0
2389,1,46,1,35,0,0,1,37107,26,116,0
2390,1,48,1,8,1,0,0,57433,124,117,0
2391,1,26,1,16,1,1,0,25063,152,80,0
2393,1,21,1,46,1,1,0,34395,160,48,0
2394,0,27,1,26,0,1,0,21945,151,26,0
2395,0,25,1,16,0,1,1,29522,152,282,0
2397,0,37,1,12,1,0,0,2630,26,287,0
2398,0,70,1,28,0,2,1,33143,26,117,0
2400,0,40,1,48,0,0,1,2630,156,122,0
2401,1,66,1,50,1,0,0,26890,124,102,0
2402,0,25,1,41,0,1,1,24514,124,162,0
2403,0,28,1,5,0,1,1,29286,152,89,0
2404,0,23,1,30,1,1,0,22351,152,61,0
2405,1,67,1,46,1,0,0,30070,26,61,0
2407,0,34,1,37,0,0,0,31623,152,92,0
2408,1,60,1,8,0,2,1,32042,124,75,0
2409,0,58,1,28,0,2,1,29127,26,146,0
2410,1,24,1,2,0,1,1,30531,152,20,0
2411,1,41,1,9,1,0,0,35283,26,175,0
2412,1,58,1,28,0,0,1,2630,156,120,0
2413,0,44,1,28,0,0,1,55384,147,85,0
2414,0,40,1,16,0,0,1,31705,152,168,0
2415,0,45,1,28,0,0,0,46161,124,245,0
2416,1,44,1,28,0,2,1,27935,26,262,0
2417,1,26,1,41,1,1,0,15117,152,293,0
2418,0,25,1,3,1,1,0,28432,152,10,0
2419,1,29,1,4,0,0,1,21296,124,211,0
2420,0,38,1,21,1,0,0,33542,152,17,0
2421,1,23,1,8,1,1,0,32668,152,206,0
2423,0,28,1,3,1,0,0,31604,156,237,0
2424,1,58,1,28,0,0,1,34934,29,147,0
2425,0,77,1,8,1,0,1,34544,26,52,0
2426,0,33,1,28,1,0,0,2630,18,94,0
2427,0,42,1,8,0,0,1,31325,124,32,0
2428,0,21,1,15,0,1,0,45285,152,86,0
2429,0,37,1,28,0,0,1,54880,139,72,0
2430,1,45,1,8,1,0,0,34915,26,48,0
2431,1,76,1,33,1,0,0,26669,26,98,0
2432,0,20,1,35,1,1,0,32673,160,112,0
2434,0,23,1,28,0,1,0,36494,152,49,0
2435,0,24,1,21,1,1,0,27104,152,271,0
2436,0,22,1,30,1,1,0,37111,152,70,0
2437,0,23,1,3,1,1,0,29338,152,40,0
2438,0,22,1,6,1,1,0,32264,152,204,0
2439,1,29,1,31,1,0,0,2630,124,183,0
2440,0,51,1,26,1,0,0,24659,26,259,0
2441,1,67,1,33,0,0,1,29344,26,246,0
2442,0,24,1,27,0,1,1,15627,152,41,0
2444,1,24,1,14,1,1,0,35658,152,105,0
2445,0,24,1,12,1,1,0,29183,152,44,0
2446,0,53,1,8,1,0,0,19461,19,225,0
2447,1,45,1,3,0,0,1,34218,124,247,0
2448,0,45,1,28,1,0,0,38403,26,187,0
2450,0,26,1,47,0,1,1,29431,152,202,0
2451,1,25,1,33,1,1,0,32589,152,130,0
2452,1,24,1,34,1,1,0,32949,152,219,0
2453,1,69,1,14,0,0,1,36235,26,51,0
2454,0,23,1,33,1,1,0,17297,152,267,0
2455,0,31,1,21,0,0,1,2630,156,110,0
2457,1,41,1,27,0,0,1,26355,124,48,0
2458,1,62,1,36,1,0,0,55103,55,155,0
2459,1,26,1,39,0,0,1,2630,124,119,0
2460,1,45,1,28,0,0,1,45337,26,50,0
2461,0,62,1,11,0,0,1,27141,124,61,0
2462,0,44,1,41,0,0,1,2630,26,275,0
2463,0,21,1,45,0,1,0,27640,160,31,0
2464,1,42,1,50,0,0,0,32427,156,263,0
2465,0,24,1,9,0,1,1,32037,151,100,0
2466,1,55,1,15,0,0,1,2630,156,70,0
2467,1,36,1,28,1,0,0,45381,124,279,0
2468,1,61,1,46,0,0,1,47378,124,280,0
2469,0,43,1,28,0,2,1,32131,26,284,0
2470,0,60,1,28,1,0,0,38466,25,68,0
2471,0,35,1,28,0,0,1,29775,124,75,0
2472,1,42,1,28,0,1,0,2630,1,107,0
2473,0,44,1,28,0,0,1,27589,124,153,0
2474,0,59,1,43,1,0,0,2630,23,119,0
2476,1,51,1,28,0,2,1,39497,26,225,0
2477,1,69,1,41,1,0,0,33766,26,126,0
2478,1,53,1,8,1,0,0,34860,124,184,0
2479,1,48,1,8,0,0,0,59019,26,286,0
2480,0,36,1,3,1,0,0,55767,26,42,0
2481,1,77,1,48,1,0,0,2630,124,115,0
2482,0,26,1,8,1,1,0,40093,152,270,0
2483,0,53,1,6,1,0,0,34794,122,196,0
2484,1,29,1,50,0,0,0,23901,124,242,0
2485,1,40,1,50,0,0,1,18559,124,124,0
2486,1,21,1,28,0,1,1,2630,160,248,0
2487,1,40,1,28,0,0,1,39487,26,191,0
2488,1,24,1,15,1,1,0,32042,152,136,0
2489,0,52,1,3,0,0,1,33553,30,125,0
2490,0,59,1,36,0,1,1,45216,152,100,0
2491,0,23,1,15,1,1,0,34092,152,242,0
2492,1,72,1,28,1,0,0,61280,26,63,0
2493,0,33,1,0,0,0,0,2630,52,211,0
2494,0,23,1,46,1,1,0,25984,152,26,0
2495,1,44,1,36,0,0,1,36240,124,260,0
2496,1,25,1,27,1,1,0,28618,152,28,0
2497,1,24,1,28,1,1,0,36463,152,149,0
2498,0,25,1,27,0,1,1,2630,152,256,0
2499,1,23,1,46,1,1,0,36121,152,274,0
2500,1,46,1,8,1,0,1,34061,153,151,0
2501,0,21,1,30,0,1,1,35972,160,240,0
2502,0,45,1,47,1,0,0,28958,152,152,0
2503,1,23,1,11,0,1,1,29344,152,147,0
2504,0,24,1,6,1,1,0,22816,152,280,0
2505,0,23,1,29,1,1,0,23586,152,151,0
2506,1,24,1,8,1,1,0,47393,152,256,0
2508,1,43,1,46,1,0,0,26920,124,116,0
2509,0,26,1,8,1,1,0,39658,152,235,0
2510,0,22,1,30,0,1,1,2630,152,64,0
2511,1,24,1,35,1,1,0,2630,152,138,0
2512,0,37,1,37,0,0,1,29194,124,271,0
2513,0,22,1,21,1,1,0,31866,152,83,0
2514,1,23,1,9,0,1,0,40578,151,58,0
2515,1,70,1,8,0,0,1,56061,19,187,0
2516,1,52,1,46,0,0,1,27046,26,89,0
2517,1,34,1,28,0,0,1,40052,124,82,0
2518,0,29,1,28,1,1,0,35257,152,175,0
2520,0,46,1,28,1,0,0,54129,26,173,0
2521,1,54,1,15,1,0,0,2630,26,40,0
2522,0,24,1,36,1,1,0,34149,152,241,0
2523,1,56,1,3,0,0,1,2630,124,176,0
2524,0,22,1,46,1,1,1,22539,152,227,0
2525,0,23,1,10,1,1,0,34848,152,240,0
2526,1,68,1,46,0,0,1,48333,26,262,0
2528,1,22,1,29,1,1,0,32963,152,229,0
2529,0,58,1,28,0,0,1,41143,25,201,0
2530,1,56,1,28,0,0,1,51569,44,100,0
2531,0,45,1,28,0,2,1,85786,26,48,0
2532,0,25,1,27,0,1,1,31974,152,40,0
2533,1,34,1,19,1,1,0,2630,1,135,0
2534,1,27,1,8,1,1,0,46374,152,147,0
2535,0,24,1,21,0,1,1,28576,152,198,0
2536,1,23,1,45,1,1,0,25045,152,122,0
2537,0,23,1,46,0,1,1,43734,124,190,0
2538,0,22,1,30,1,1,0,35164,152,29,0
2539,0,22,1,6,1,1,0,22360,152,123,0
2540,1,41,1,24,0,0,1,2630,157,286,0
2541,0,44,1,28,0,0,1,2630,163,224,0
2543,1,57,1,7,1,0,0,2630,124,231,0
2544,1,36,1,17,0,0,1,28998,124,220,0
2546,1,63,1,8,0,0,0,49096,124,126,0
2547,1,21,1,29,1,1,0,31144,152,191,0
2548,1,22,1,30,1,1,0,38981,152,118,0
2549,1,46,1,15,1,0,0,28329,154,178,0
2550,1,41,1,29,0,0,1,28677,124,145,0
2551,0,64,1,50,1,0,0,2630,160,16,0
2553,0,62,1,28,0,0,1,30197,26,49,0
2554,1,70,1,46,0,0,1,2630,124,115,0
2555,0,49,1,28,0,0,1,25638,124,152,0
2556,0,23,1,36,0,1,1,37005,152,210,0
2557,1,41,1,28,0,0,1,33952,29,20,0
2558,1,27,1,11,0,1,1,31869,152,213,0
2559,1,23,1,41,1,1,0,29190,152,116,0
2560,1,35,1,31,0,0,0,2630,26,179,0
2561,0,29,1,41,1,1,0,37367,152,278,0
2563,0,24,1,11,1,1,0,48353,152,299,0
2564,1,33,1,41,0,0,1,22792,124,213,0
2565,0,36,1,31,0,0,1,2630,152,251,0
2567,1,48,1,47,0,0,1,38699,124,214,0
2570,0,44,1,9,0,0,1,43447,26,26,0
2571,1,60,1,28,0,0,1,45817,26,296,0
2572,1,21,1,45,0,1,0,29529,160,232,0
2573,0,25,1,28,1,1,0,38789,153,186,0
2574,0,27,1,17,1,1,0,36513,152,298,0
2575,1,23,1,17,1,1,0,2630,152,225,0
2576,0,55,1,15,1,0,0,50889,26,247,0
2577,0,24,1,27,1,1,0,29651,152,150,0
2578,1,41,1,28,1,0,0,33711,124,202,0
2579,1,66,1,28,0,2,1,30847,26,273,0
2580,0,24,1,47,1,1,0,30912,152,253,0
2581,0,23,1,36,1,1,0,35674,152,264,0
2582,0,23,1,11,1,1,0,15643,152,176,0
2583,0,28,1,47,0,1,1,20138,152,202,0
2584,0,35,1,46,0,0,1,2630,152,145,0
2585,1,22,1,15,0,1,1,37358,152,184,0
2586,1,33,1,45,1,1,0,33980,152,149,0
2587,0,25,1,18,1,1,0,37968,152,252,0
2588,0,24,1,14,0,1,1,24362,152,93,0
2589,1,37,1,31,0,0,1,2630,124,27,0
2591,0,39,1,11,0,0,1,2630,26,260,0
2592,1,43,1,28,0,0,0,46696,124,179,0
2593,0,23,1,17,1,1,0,39428,152,25,0
2594,0,21,1,46,1,1,0,28198,160,277,0
2595,0,25,1,28,1,1,0,33876,152,232,0
2596,0,32,1,45,1,1,0,38037,152,133,0
2597,0,38,1,1,1,0,0,2630,152,178,0
2598,0,22,1,42,1,1,0,31208,152,221,0
2599,1,50,1,33,0,0,1,33347,124,75,0
2600,1,38,1,8,0,0,1,37071,124,235,0
2601,0,66,1,28,0,2,1,33611,122,292,0
2603,0,21,1,46,0,1,1,31092,152,17,0
2604,1,60,1,41,0,0,1,43180,12,149,0
2605,0,31,1,4,1,1,0,36605,152,60,0
2606,1,30,1,28,0,0,1,60591,124,140,0
2608,1,33,1,28,0,0,1,44627,124,225,0
2609,1,28,1,41,1,1,1,35209,152,286,0
2610,1,56,1,28,1,0,1,50938,25,181,0
2611,1,46,1,45,0,0,0,2630,124,165,0
2612,1,63,1,15,0,0,1,27932,14,112,0
2613,1,47,1,46,0,2,1,2630,157,222,0
2614,1,66,1,46,0,0,1,30087,26,118,0
2616,0,25,1,3,0,1,1,34793,152,187,0
2617,0,21,1,15,0,1,1,23219,152,109,0
2618,1,25,1,28,1,1,0,26987,152,298,0
2619,1,21,1,22,1,1,0,36141,160,208,0
2620,1,58,1,35,0,0,0,2630,26,22,0
2622,1,25,1,6,1,1,0,18750,152,250,0
2623,1,22,1,30,1,1,0,40855,152,20,0
2624,0,23,1,15,1,1,0,40207,152,172,0
2625,0,25,1,50,1,1,0,42177,152,247,0
2626,1,43,1,15,1,0,0,2630,26,91,0
2627,1,79,1,34,1,0,0,40668,16,18,0
2628,1,27,1,21,1,1,0,35109,152,96,0
2629,0,20,1,8,1,1,0,60417,160,278,0
2630,0,23,1,28,1,1,0,31684,152,257,0
2631,1,27,1,10,0,1,0,18731,152,63,0
2632,1,33,1,47,1,1,1,31345,152,59,0
2633,0,21,1,30,1,1,0,25713,152,88,0
2634,0,23,1,28,0,1,1,66836,152,60,0
2635,1,24,1,50,0,1,1,35363,160,123,0
2637,1,52,1,28,0,2,1,40754,124,143,0
2639,1,21,1,46,0,1,1,30773,160,14,0
2640,0,22,1,8,0,1,1,47186,152,170,0
2641,1,52,1,41,1,0,0,19318,124,91,0
2642,1,45,1,48,0,0,1,2630,124,65,0
2644,1,22,1,28,0,1,0,46242,152,29,0
2645,1,50,1,29,0,0,1,44351,26,193,0
2646,0,46,1,36,1,0,0,35489,124,114,0
2647,0,24,1,46,0,1,1,26246,151,276,0
2648,1,28,1,18,1,1,0,29826,152,90,0
2649,1,67,1,28,0,0,1,50286,26,110,0
2650,1,50,1,30,1,0,0,2630,124,36,0
2651,1,40,1,28,0,0,1,31692,124,244,0
2652,0,33,1,15,0,0,1,2630,154,190,0
2653,1,24,1,6,0,1,1,30986,152,166,0
2654,1,43,1,48,1,0,0,2630,124,276,0
2656,0,24,1,15,1,1,0,2630,151,131,0
2658,1,48,1,28,0,0,1,58140,26,243,0
2659,1,23,1,21,1,1,0,20347,152,203,0
2660,0,22,1,33,1,1,0,51412,152,25,0
2661,1,25,1,41,1,1,0,31701,152,27,0
2662,1,65,1,8,1,0,0,43596,26,250,0
2663,0,63,1,28,1,0,0,72904,124,44,0
2664,1,64,1,28,0,0,1,27309,13,265,0
2665,1,53,1,28,0,0,1,53638,26,154,0
2666,0,66,1,34,0,0,1,39448,26,76,0
2667,0,41,1,15,1,0,0,49318,124,259,0
2668,1,27,1,35,1,1,0,37913,152,206,0
2669,0,46,1,48,1,0,0,2630,122,120,0
2670,1,45,1,18,0,0,1,35728,52,145,0
2671,1,50,1,26,0,0,1,33982,26,132,0
2672,1,27,1,41,1,1,0,37333,152,165,0
2673,0,24,1,28,0,1,1,2630,152,263,0
2674,0,23,1,17,1,1,0,42874,26,137,0
2675,1,72,1,28,0,0,1,32894,26,146,0
2676,0,22,1,46,1,1,0,25583,152,248,0
2678,1,70,1,12,0,2,1,50415,26,237,0
2679,1,27,1,8,1,1,0,34063,152,24,0
2680,0,48,1,28,0,0,1,2630,156,11,0
2681,0,72,1,4,1,0,0,27884,124,227,0
2682,1,38,1,10,1,0,0,2630,151,281,0
2683,1,22,1,10,0,1,1,28157,152,261,0
2684,1,22,1,27,1,1,0,2630,160,208,0
2685,0,21,1,46,1,1,0,36429,160,14,0
2686,0,30,1,50,0,1,1,31244,152,79,0
2687,0,47,1,28,1,0,0,32054,26,181,0
2689,0,24,1,11,1,1,0,33253,152,270,0
2691,0,30,1,10,1,1,0,29862,152,122,0
2693,1,51,1,29,1,0,1,2630,26,187,0
2694,1,47,1,28,0,0,1,28906,122,145,0
2695,0,37,1,28,1,1,0,2630,1,81,0
2696,0,51,1,30,1,0,0,2630,152,59,0
2697,0,38,1,12,0,0,1,2630,156,64,0
2698,1,27,1,34,0,1,1,29467,152,47,0
2699,1,67,0,1,1,0,0,2630,26,35,0
2700,1,31,1,12,0,1,1,2630,156,95,0
2702,1,21,1,8,0,1,1,32604,152,161,0
2703,1,25,1,11,1,1,0,25343,152,60,0
2704,0,23,1,11,1,1,0,37519,152,263,0
2705,0,21,1,46,0,1,1,40756,152,155,0
2706,1,43,1,50,0,0,1,33961,8,150,0
2708,1,55,1,20,0,0,1,2630,124,85,0
2709,0,37,1,10,1,0,0,2630,152,203,0
2710,1,38,1,29,1,0,0,28004,152,100,0
2711,1,48,1,28,1,0,0,46007,26,62,0
2713,0,27,1,11,1,1,0,27203,152,62,0
2714,0,23,1,32,1,1,0,36634,152,56,0
2715,1,25,1,29,1,1,0,37933,152,175,0
2716,0,21,1,33,1,1,0,27820,152,258,0
2717,0,58,1,28,1,0,0,2630,26,223,0
2718,1,57,1,28,0,0,1,46602,26,77,0
2719,1,25,1,50,0,1,1,23887,152,206,0
2720,0,64,1,28,1,0,0,54670,152,270,0
2721,1,37,1,47,0,0,1,34348,157,202,0
2722,1,35,1,21,1,0,1,27118,26,37,0
2723,1,56,1,3,1,0,1,28107,26,165,0
2724,1,26,1,15,1,1,0,25182,152,262,0
2725,0,25,1,12,1,1,0,26004,152,24,0
2727,1,20,1,25,1,1,0,23672,160,46,0
2728,1,52,1,48,1,0,0,2630,15,278,0
2730,1,24,1,29,1,1,0,33350,152,25,0
2732,1,26,1,28,1,1,0,40350,152,165,0
2733,1,36,1,30,0,0,1,31685,26,266,0
2734,0,22,1,8,1,1,0,47111,152,241,0
2735,0,35,1,40,0,0,0,24543,124,250,0
2736,1,48,1,28,0,2,1,52215,26,134,0
2737,0,74,1,28,1,0,0,30978,124,201,0
2738,0,49,1,28,0,0,1,40870,26,14,0
2740,1,40,1,11,0,0,1,48042,154,149,0
2741,1,36,1,28,0,0,1,44556,124,44,0
2742,0,21,1,41,1,1,0,28190,152,248,0
2744,1,55,1,8,0,0,1,40139,4,55,0
2745,1,34,1,30,1,0,0,2630,160,216,0
2746,1,42,1,35,0,0,1,28466,124,160,0
2747,1,22,1,46,1,1,0,41941,152,83,0
2748,0,23,1,15,0,1,1,26909,152,109,0
2749,0,55,1,8,1,0,0,31842,124,161,0
2750,1,78,1,7,1,0,0,52759,15,116,0
2751,0,23,1,17,1,1,0,38329,152,17,0
2752,0,49,1,6,0,0,1,26833,26,108,0
2753,1,22,1,15,1,1,0,34613,152,291,0
2757,0,67,1,8,1,0,0,47666,124,274,0
2758,1,48,1,28,1,0,0,34393,124,236,0
2759,1,22,1,30,0,0,1,32380,154,115,0
2760,1,44,1,28,1,0,1,52895,26,242,0
2761,0,25,1,21,1,1,0,25571,152,228,0
2762,0,23,1,13,1,1,0,24182,152,292,0
2763,0,32,1,15,0,1,1,31607,152,160,0
2764,1,37,1,8,0,0,1,27404,26,151,0
2765,0,21,1,46,1,1,0,34016,160,239,0
2766,1,24,1,10,1,1,0,23324,152,251,0
2767,0,34,1,6,1,0,0,21281,152,167,0
2768,1,37,1,28,1,0,0,32476,124,286,0
2769,1,40,1,9,1,0,0,32049,152,45,0
2770,1,21,1,26,1,1,0,30903,160,213,0
2771,1,22,1,8,1,1,0,37521,152,110,0
2772,1,23,1,46,1,1,0,32299,160,166,0
2773,1,48,1,10,0,0,1,34461,26,247,0
2774,1,21,1,28,0,1,1,45748,152,112,0
2775,0,60,1,28,0,0,1,33490,26,150,0
2776,0,34,1,28,1,0,0,52533,122,170,0
2777,1,23,1,49,0,1,0,2630,152,148,0
2778,0,26,1,15,0,1,0,45073,152,149,0
2779,1,43,1,28,1,0,0,2630,26,137,0
2780,0,72,1,28,0,0,1,46354,25,56,0
2781,1,55,1,14,0,0,1,26648,124,188,0
2782,1,24,1,14,1,1,0,41125,152,289,0
2783,1,57,1,36,1,0,0,34507,26,251,0
2784,0,22,1,8,1,1,0,19417,160,93,0
2785,1,44,1,28,1,0,0,42291,26,293,0
2786,0,22,1,17,0,1,1,44139,152,294,0
2787,1,23,1,27,0,1,1,41138,152,109,0
2788,1,42,1,9,0,0,1,34083,124,187,0
2789,0,51,1,28,0,0,1,45298,26,203,0
2790,0,27,1,25,1,1,0,24912,152,120,0
2791,1,30,1,46,0,1,1,28632,152,242,0
2793,1,25,1,35,0,1,1,2630,156,144,0
2794,1,57,1,7,0,0,1,37993,26,102,0
2795,0,34,1,29,0,0,1,2630,124,10,0
2796,1,61,1,41,1,0,0,36745,136,25,0
2797,1,41,1,1,1,0,0,2630,124,57,0
2798,1,59,1,36,0,2,1,39125,26,98,0
2800,1,31,1,37,0,1,1,36427,152,188,0
2801,0,42,1,19,0,0,1,33630,124,125,0
2802,1,64,1,30,1,0,0,32694,152,190,0
2803,0,38,1,28,0,2,1,30261,122,35,0
2804,0,39,1,28,0,0,1,2630,156,36,0
2805,0,42,1,35,1,0,0,20103,26,259,0
2806,1,50,1,28,1,0,0,44795,61,116,0
2807,0,23,1,14,1,1,0,26341,152,125,0
2809,1,78,1,19,1,0,0,22665,124,50,0
2810,1,44,1,28,0,0,1,57083,26,268,0
2812,0,75,1,50,0,0,1,47238,116,285,0
2813,0,27,1,6,1,1,0,26492,152,125,0
2814,0,29,1,28,0,1,0,32757,152,184,0
2815,1,42,1,46,0,0,1,31454,124,231,0
2816,0,24,1,41,1,1,0,21789,152,177,0
2817,1,41,1,28,0,0,1,34336,26,243,0
2820,0,26,1,41,1,1,0,30540,152,221,0
2821,1,35,1,8,0,0,1,50189,152,189,0
2822,1,24,1,45,1,1,0,27094,152,122,0
2823,0,45,1,28,0,0,1,2630,52,118,0
2824,1,24,1,30,0,1,1,2630,152,39,0
2825,0,26,1,8,0,1,1,30708,152,285,0
2826,0,34,1,24,0,0,1,23223,29,199,0
2827,1,53,1,8,0,0,0,30683,124,186,0
2828,0,26,1,43,1,1,1,2630,160,265,0
2829,1,46,1,28,0,0,1,59248,124,105,0
2830,1,66,1,45,0,0,1,33497,124,134,0
2831,1,27,1,28,0,0,1,25911,124,107,0
2832,1,22,1,33,1,1,0,31095,152,270,0
2833,0,21,1,36,1,1,0,28878,160,23,0
2834,0,35,1,31,0,0,1,2630,152,276,0
2835,1,22,1,18,1,1,0,29600,152,277,0
2836,0,26,1,28,1,1,0,29598,152,190,0
2837,1,60,1,28,0,0,0,47325,124,237,0
2838,0,72,1,28,1,0,0,41718,26,212,0
2839,0,24,1,42,1,1,0,31407,152,260,0
2840,0,52,1,8,0,0,0,34375,26,208,0
2841,0,23,1,28,1,1,0,38813,152,197,0
2842,0,50,1,48,0,0,1,2630,124,117,0
2843,1,21,1,15,0,1,1,43010,160,94,0
2844,1,23,1,29,1,1,0,36180,152,289,0
2845,0,22,1,15,0,1,0,28564,152,257,0
2846,1,22,1,29,1,1,0,2630,152,71,0
2847,0,49,1,48,1,0,0,2630,124,127,0
2848,1,54,1,28,1,0,0,41595,124,131,0
2849,0,47,1,28,0,0,1,48109,124,181,0
2850,1,79,1,28,0,2,1,40446,122,252,0
2851,0,57,1,41,1,0,0,59172,152,216,0
2852,0,27,1,10,1,1,0,19969,152,194,0
2853,1,72,1,8,0,0,1,25857,26,82,0
2854,1,28,1,50,0,0,1,30814,155,293,0
2855,0,68,1,41,1,0,0,42642,152,178,0
2856,1,59,1,28,0,0,1,41011,124,102,0
2857,0,25,1,47,1,1,0,37220,152,124,0
2858,0,25,1,28,1,1,0,30496,152,191,0
2859,0,44,1,35,0,2,1,39060,124,56,0
2860,1,39,1,28,0,0,1,33093,124,78,0
